Maximum Steer Angle, Steer Helper, Traction Control, Full Torque Over All Wheel, Reverse Torque, Max Handbrake Torque, Downforce, Top Speed, Rev Range Boundary, Slip Limit, Brake Torque, Max Speed, Time,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,1,0.3,20000,128.9291,21.9905225,0.644,1,3000,500,3.40E+38,100,150,1,0.3,20000,148.931,19.81077
25,0.644,1,1000,500,3.40E+38,100,150,1,0.3,20000,57.74137,40.64118,,,,,,,,,,,,
25,0.644,1,5000,500,3.40E+38,100,150,1,0.3,20000,150.3038,17.09599,,,,,,,,,,,,
25,0.644,1,5000,500,3.40E+38,100,70,1,0.3,20000,70.44383,28.55559,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,1,1,20000,128.9137,21.36077,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,1,0.8,20000,128.9619,21.49346,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,1,0.15,20000,128.4865,23.14527,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,2,0.3,20000,128.9291,21.98155,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,5,0.3,20000,128.894,21.96071,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,200,150,1,0.3,20000,129.1502,22.11306,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,1000,150,1,0.3,20000,128.2035,22.60696,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,1,0.3,10000,128.9291,21.99804,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,1,0.3,50000,128.8588,21.95125,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,30,1,0.3,20000,30.25241,61.29745,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,80,1,1,20000,80.14301,26.20993,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,80,1,0.3,20000,80.14301,26.85053,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,80,1,0.3,20000,80.14301,26.82078,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,80,1,0.3,20000,80.14301,26.84892,,,,,,,,,,,,
25,0.644,1,2500,500,3.40E+38,100,150,1,0.3,20000,128.894,21.96793,,,,,,,,,,,,
25, 0.644, 0, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 129.0188, 20.81295
25, 0.644, 0.5, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 128.8665, 21.21571
25, 0.644, 0.5, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 10000, 128.9017, 21.22452
25, 0.644, 0.5, 2500, 100, 3.402823E+38, 100, 150, 1, 0.3, 20000, 128.9368, 21.25941
25, 0.644, 0.5, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 128.8665, 21.21152
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 50.83836, 49.05701
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 150.2788, 16.21975
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 51.13562, 39.86707
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 150.1412, 19.65521
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 128.4095, 22.33525
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 86.4267, 30.29267
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 125.3071, 22.52801
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 128.9291, 21.99354
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.15, 20000, 128.5224, 23.1671
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 51.1356, 39.88331
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 75.51601, 30.28567
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 128.3317, 22.50538
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 143.8378, 20.58801
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 117.8852, 23.69642
25, 0.644, 1, 2500, 500, 3.402823E+38, 100, 150, 1, 0.3, 20000, 99.54911, 27.77916
